Rank,Coin,Symbol,Market Cap,Price
997,Auctus,AUC,"
$228,522
",$0.007662
998,GCN Coin,GCN,"
$225,280
",$0.000001
999,EDRCoin,EDRC,"
$219,887
",$0.075016
1000,Sapien,SPN,"
$216,849
",$0.001056
1001,NetKoin,NTK,"
$216,248
",$0.000049
1002,View,VIEW,"
$216,168
",$0.006161
1003,Evedo,EVED,"
$212,270
",$0.034156
1004,Veros,VRS,"
$211,154
",$0.007458
1005,ODUWA,OWC,"
$210,658
",$0.089647
1006,Aditus,ADI,"
$207,849
",$0.000888
1007,STRAKS,STAK,"
$206,132
",$0.008649
1008,FSBT API Token,FSBT,"
$205,008
",$0.058414
1009,Centauri,CTX,"
$198,143
",$0.004961
1010,TEAM (TokenSt...,TEAM,"
$188,137
",$0.015959
1011,Niobio Cash,NBR,"
$184,543
",$0.001442
1012,Webcoin,WEB,"
$183,181
",$0.004958
1013,BlockMesh,BMH,"
$177,807
",$0.001984
1014,HyperQuant,HQT,"
$176,244
",$0.001978
1015,Iungo,ING,"
$174,931
",$0.004373
1016,Nyancoin,NYAN,"
$174,842
",$0.000542
1017,AdHive,ADH,"
$171,958
",$0.001309
1018,CryCash,CRC,"
$171,557
",$0.037150
1019,Sparkpoint,SRK,"
$168,495
",$0.000075
1020,Parkgene,GENE,"
$165,914
",$0.000563
1021,Elysian,ELY,"
$165,143
",$0.001877
1022,BitcoiNote,BTCN,"
$163,404
",$0.015690
1023,Bridge Protocol,BRDG,"
$160,779
",$0.000717
1024,XMCT,XMCT,"
$160,735
",$0.001652
1025,BitRewards,BIT,"
$158,833
",$0.000464
1026,SF Capital,SFCP,"
$157,982
",$0.014766
1027,BEAT,BEAT,"
$154,082
",$0.001255
1028,Actinium,ACM,"
$151,746
",$0.013368
1029,SportyCo,SPF,"
$149,238
",$0.002734
1030,Decentralized...,DML,"
$146,660
",$0.002327
1031,Evimeria,EVI,"
$144,355
",$0.000009
1032,4NEW,KWATT,"
$140,831
",$0.002579
1033,Emphy,EPY,"
$140,804
",$0.017789
1034,DOWCOIN,DOW,"
$140,041
",$0.011857
1035,Ether-1,ETHO,"
$139,227
",$0.006855
1036,Exosis,EXO,"
$138,812
",$0.604663
1037,Aegeus,AEG,"
$131,519
",$0.004086
1038,Knekted,KNT,"
$129,523
",$0.000130
1039,Creditbit,CRB,"
$128,151
",$0.007583
1040,Bitblocks,BBK,"
$126,789
",$0.001077
1041,ARAW,ARAW,"
$124,192
",$0.000041
1042,Transcodium,TNS,"
$122,627
",$0.002426
1043,MMOCoin,MMO,"
$121,519
",$0.002075
1044,IGToken,IG,"
$110,903
",$0.000057
1045,No BS Crypto,NOBS,"
$109,620
",$0.000088
1046,Freyrchain,FREC,"
$109,419
",$0.000219
1047,MedicCoin,MEDIC,"
$106,333
",$0.000388
1048,Bitcoin Zero,BZX,"
$105,673
",$0.006073
1049,Provoco Token,VOCO,"
$105,348
",$0.000280
1050,Bata,BTA,"
$104,907
",$0.020764
1051,Ethereum Meta,ETHM,"
$102,803
",$0.001170
1052,Jetcoin,JET,"
$102,526
",$0.015027
1053,EurocoinToken,ECTE,"
$101,357
",$0.079822
1054,ProCurrency,PROC,"
$97,368
",$0.000951
1055,CFun,CFUN,"
$96,841
",$0.000226
1056,Engagement Token,ENGT,"
$96,756
",$0.000233
1057,Blocklancer,LNC,"
$95,620
",$0.000796
1058,Thore Cash,TCH,"
$95,302
",$0.001731
1059,FidexToken,FEX,"
$94,447
",$0.000003
1060,Kora Network ...,KNT,"
$87,567
",$0.000261
1061,Couchain,COU,"
$86,282
",$0.000019
1062,Tokenbox,TBX,"
$84,979
",$0.007458
1063,Waletoken,WTN,"
$82,941
",$0.000004
1064,SparksPay,SPK,"
$79,346
",$0.014471
1065,Spectrum,SPT,"
$78,476
",$0.000067
1066,BitBall,BTB,"
$76,771
",$0.000286
1067,International...,INCX,"
$74,658
",$0.000177
1068,Payfair,PFR,"
$72,901
",$0.002087
1069,RouletteToken,RLT,"
$71,954
",$0.007041
1070,TokenDesk,TDS,"
$59,843
",$0.004076
1071,Ethereum Gold...,ETGP,"
$59,740
",$0.000019
1072,Decentralized...,DATP,"
$58,255
",$0.000005
1073,MoX,MOX,"
$53,130
",$0.011339
1074,Zenswap Netwo...,ZNT,"
$52,188
",$0.000004
1075,Octoin Coin,OCC,"
$50,771
",$0.091456
1076,The Currency ...,TCAT,"
$50,458
",$0.001418
1077,Alpha Coin,APC,"
$49,520
",$0.001816
1078,Absolute,ABS,"
$49,400
",$0.004090
1079,WITChain,WIT,"
$48,977
",$0.000029
1080,BitStation,BSTN,"
$47,483
",$0.000010
1081,CryptoSoul,SOUL,"
$45,369
",$0.000284
1082,SCRIV NETWORK,SCRIV,"
$44,061
",$0.001781
1083,e-Chat,ECHT,"
$42,962
",$0.002344
1084,Akroma,AKA,"
$42,162
",$0.002198
1085,Havy,HAVY,"
$40,896
",$0.000005
1086,QUINADS,QUIN,"
$40,339
",$0.000003
1087,Micromines,MICRO,"
$39,272
",$0.000002
1088,ShowHand,HAND,"
$35,889
",$5.8e-07
1089,Thingschain,TIC,"
$34,668
",$0.000003
1090,nDEX,NDX,"
$33,163
",$0.000002
1091,Fivebalance,FBN,"
$31,112
",$0.000066
1092,Cyber Movie C...,CMCT,"
$29,517
",$0.000001
1093,Bitcoinus,BITS,"
$26,230
",$0.000442
1094,Ether Kingdom...,IMP,"
$24,146
",$0.005525
1095,Tourist Token,TOTO,"
$23,122
",$0.000006
1096,Italian Lira,ITL,"
$22,807
",$0.000004
1097,Neural Protocol,NRP,"
$21,777
",$0.000002
1098,DeltaChain,DELTA,"
$20,697
",$0.000003
1099,InnovativeBio...,INNBCL,"
$19,373
",$3.1e-08
1100,Quantis Network,QUAN,"
$13,494
",$0.002436
1101,Cryptrust,CTRT,"
$12,823
",$0.000002
1102,VikkyToken,VIKKY,"
$12,180
",$0.000003
1103,Dinero,DIN,"
$11,802
",$0.001319
1104,Bionic,BNC,"
$11,730
",$0.000022
1105,Ragnarok,RAGNA,"
$10,329
",$0.000812
1106,KUN,KUN,"
$10,283
",$5.14
1107,FUTURAX,FTXT,"
$9,770
",$0.000003
1108,ICOCalendar.T...,ICT,"
$9,654
",$0.007988
1109,Atheios,ATH,"
$9,401
",$0.000536
1110,Crystal Token,CYL,"
$9,371
",$0.016603
1111,QYNO,QNO,"
$6,789
",$0.006314
1112,Abulaba,AAA,"
$1,361
",$0.000090
1113,Cryptonex,CNX,"
$80,837,611
",$1.45
1114,LATOKEN,LA,"
$42,365,695
",$0.111458
1115,TRONCLASSIC,TRXC,"
$41,906,445
",$0.000090
1116,REPO,REPO,"
$40,967,769
",$0.372574
1117,Centrality,CENNZ,"
$31,505,138
",$0.038979
1118,Iconomi,ICN,"
$26,925,698
",$0.272168
1119,DEW,DEW,"
$22,312,026
",$0.216109
1120,Spectre.ai Di...,SXDT,"
$20,591,073
",$0.250886
1121,PayPie,PPP,"
$17,400,410
",$0.210914
1122,RChain,RHOC,"
$16,352,943
",$0.043749
1123,Linkey,LKY,"
$16,180,699
",$0.323614
1124,TokenCard,TKN,"
$12,522,757
",$0.413831
1125,United Trader...,UTT,"
$11,413,055
",$0.305107
1126,Ternio,TERN,"
$8,789,233
",$0.026302
1127,Ecobit,ECOB,"
$8,110,847
",$0.018249
1128,BridgeCoin,BCO,"
$8,026,559
",$0.297280
1129,Business Cred...,BCAC,"
$7,689,522
",$0.009102
1130,Bitcoin Private,BTCP,"
$7,602,749
",$1.62
1131,Bitcoin Confi...,BC,"
$6,669,121
",$0.000905
1132,Fluz Fluz,FLUZ,"
$6,312,190
",$0.030824
1133,POPCHAIN,PCH,"
$5,717,421
",$0.006472
1134,NativeCoin,N8V,"
$5,559,985
",$0.301665
1135,Credo,CREDO,"
$5,247,981
",$0.009544
1136,Lykke,LKK,"
$5,114,462
",$0.016144
1137,Waves Communi...,WCT,"
$5,025,884
",$0.504375
1138,Etheroll,DICE,"
$4,934,991
",$0.704835
1139,HashBX ,HBX,"
$4,846,451
",$0.011931
1140,Mooncoin,MOON,"
$4,789,570
",$0.000021
1141,FairCoin,FAIR,"
$4,744,259
",$0.089188
1142,CommerceBlock,CBT,"
$4,678,499
",$0.026924
1143,ECC,ECC,"
$4,513,570
",$0.000181
1144,MintCoin,MINT,"
$4,500,694
",$0.000180
1145,ColossusXT,COLX,"
$4,073,227
",$0.000361
1146,BitMart Token,BMX,"
$3,897,163
",$0.028453
1147,OLXA,OLXA,"
$3,857,143
",$0.002942
1148,Global Crypto...,GCC,"
$3,759,655
",$0.002990
1149,BitGreen,BITG,"
$3,748,174
",$0.415751
1150,Diamond Platf...,DPT,"
$3,657,737
",$10.12
1151,Compound Coin,COMP,"
$3,589,066
",$0.000068
1152,Ondori,RSTR,"
$3,525,072
",$0.000093
1153,OTOCASH,OTO,"
$3,489,846
",$0.163721
1154,Aston,ATX,"
$3,448,830
",$0.004185
1155,DAO.Casino,BET,"
$3,441,636
",$0.020575
1156,DACSEE,DACS,"
$3,401,375
",$0.004510
1157,Vites,VITES,"
$3,397,093
",$0.000093
1158,OVCODE,OVC,"
$3,351,286
",$0.076428
1159,ERC20,ERC20,"
$3,319,535
",$0.066391
1160,Brickblock,BBK,"
 $3,266,946
",$0.043483
1161,Observer,OBSR,"
$3,260,978
",$0.002436
1162,PlayCoin [ERC20],PLY,"
$3,207,650
",$0.017752
1163,Bittwatt,BWT,"
$3,152,759
",$0.010374
1164,SureRemit,RMT,"
$3,068,109
",$0.006136
1165,XTRABYTES,XBY,"
$2,853,110
",$0.006635
1166,HiCoin,XHI,"
$2,802,225
",$0.000632
1167,Cobinhood,COB,"
$2,801,068
",$0.006815
1168,Sense,SENSE,"
$2,787,887
",$0.007556
1169,Playgroundz,IOG,"
$2,539,917
",$0.088979
1170,AMLT,AMLT,"
$2,504,243
",$0.010631
1171,Vezt,VZT,"
$2,414,388
",$0.028099
1172,BitDice,CSNO,"
$2,338,156
",$0.033402
1173,Nexty,NTY,"
$2,285,000
",$0.000015
1174,ALIS,ALIS,"
$2,263,930
",$0.057847
1175,Winding Tree,LIF,"
$2,183,507
",$0.102234
1176,Privatix,PRIX,"
$2,146,539
",$1.96
1177,Flash,FLASH,"
$2,102,685
",$0.002336
1178,Starta,STA,"
$2,018,777
",$0.404114
1179,HorusPay,HORUS,"
$2,003,943
",$0.002296
1180,NANJCOIN,NANJ,"
$1,961,346
",$0.000101
1181,Colu Local Ne...,CLN,"
$1,945,330
",$0.018561
1182,ShipChain,SHIP,"
$1,932,054
",$0.007909
1183,Education Eco...,LEDU,"
$1,922,231
",$0.008826
1184,RealTract,RET,"
$1,913,328
",$0.000174
1185,NEOX,NEOX,"
$1,875,244
",$1.75
1186,Lisk Machine ...,LML,"
$1,820,367
",$0.015170
1187,Vipstar Coin,VIPS,"
$1,808,759
",$0.000052
1188,Experience Po...,XP,"
$1,717,839
",$0.000006
1189,Happycoin,HPC,"
$1,694,441
",$0.084575
1190,DNotes,NOTE,"
$1,675,807
",$0.012409
1191,Pura,PURA,"
$1,641,885
",$0.009336
1192,Scopuly,SKY,"
$1,635,606
",$0.000774
1193,ALAX,ALX,"
$1,591,789
",$0.003165
1194,BitCrystals,BCY,"
$1,584,862
",$0.069339
1195,Paypex,PAYX,"
$1,576,170
",$0.023034
1196,Ifoods Chain,IFOOD,"
$1,504,183
",$0.000602
1197,Ties.DB,TIE,"
$1,475,479
",$0.036145
1198,Online,OIO,"
$1,440,437
",$0.001641
1199,RoBET,ROBET,"
$1,361,522
",$1.70
1200,Espers,ESP,"
$1,360,589
",$0.000059
1201,Quark,QRK,"
$1,360,027
",$0.005258
1202,EnergiToken,ETK,"
$1,357,925
",$0.000733
1203,HEAT,HEAT,"
$1,302,817
",$0.031680
1204,DomRaider,DRT,"
$1,280,904
",$0.002166
1205,Golos,GOLOS,"
$1,225,214
",$0.009840
1206,PetroDollar,XPD,"
$1,218,897
",$0.019047
1207,Breezecoin,BRZC,"
$1,200,115
",$0.014252
1208,Trittium,TRTT,"
$1,166,182
",$0.009461
1209,XPA,XPA,"
$1,148,794
",$0.020092
1210,win.win,TWINS,"
$1,141,951
",$0.000664
1211,Elite,1337,"
$1,136,051
",$0.000043
1212,COPYTRACK,CPY,"
$1,114,594
",$0.023175
1213,Aventus,AVT,"
$1,084,675
",$0.180779
1214,X8X Token,X8X,"
$1,073,468
",$0.013673
1215,Darcrus,DAR,"
$1,070,309
",$0.078697
1216,Orbitcoin,ORB,"
$1,067,960
",$0.331601
1217,Leverj,LEV,"
$1,067,535
",$0.009040
1218,Uniform Fisca...,UFO,"
$1,066,291
",$0.000280
1219,B3Coin,KB3,"
$1,040,543
",$0.001392
1220,ARBITRAGE,ARB,"
$1,012,410
",$0.208434
1221,DCORP Utility,DRPU,"
$1,006,354
",$0.285056
1222,EquiTrader,EQT,"
$1,000,279
",$0.081385
1223,Miners' Rewar...,MRT,"
$996,630
",$0.099663
1224,Ivy,IVY,"
$995,691
",$0.003163
1225,Soarcoin,SOAR,"
$976,077
",$0.000903
1226,Solaris,XLR,"
$954,733
",$0.565074
1227,Maxcoin,MAX,"
$947,796
",$0.015425
1228,Bulwark,BWK,"
$933,527
",$0.048960
1229,42-coin,42,"
$928,804
",$22114.41
1230,Amoveo,VEO,"
$914,931
",$14.30
1231,REBL,REBL,"
$908,623
",$0.005232
1232,VeriME,VME,"
$906,633
",$0.005109
1233,FidentiaX,FDX,"
$897,641
",$0.008549
1234,wys Token,WYS,"
$890,042
",$0.008697
1235,Bela,BELA,"
$886,591
",$0.021486
1236,Indorse Token,IND,"
$886,161
",$0.023643
1237,PWR Coin,PWR,"
$872,428
",$0.000090
1238,Swisscoin,SIC,"
$855,832
",$0.000093
1239,StrongHands,SHND,"
$840,319
",$9e-08
1240,Sprouts,SPRTS,"
$831,504
",$5.3e-08
1241,Block-Chain.com,BC,"
$822,143
",$0.003971
1242,Karma,KRM,"
$804,759
",$0.000451
1243,Proxeus,XES,"
$803,774
",$0.003955
1244,Gentarium,GTM,"
$792,707
",$0.232817
1245,Dether,DTH,"
$788,485
",$0.009276
1246,savedroid,SVD,"
$770,574
",$0.000287
1247,e-Gulden,EFL,"
$770,414
",$0.045136
1248,Nerves,NER,"
$760,771
",$0.000233
1249,Ergo,EFYT,"
$755,599
",$1.90
1250,Playkey,PKT,"
$733,779
",$0.052708
1251,Manna,MANNA,"
$730,920
",$0.001344
1252,Timicoin,TMC,"
$728,236
",$0.002296
1253,BuzzCoin,BUZZ,"
$721,633
",$0.000036
1254,ALBOS,ALB,"
$714,877
",$0.000085
1255,Seal Network,SEAL,"
$710,531
",$0.001379
1256,Rivetz,RVT,"
$710,208
",$0.027061
1257,Lampix,PIX,"
$708,959
",$0.005239
1258,Olympus Labs,MOT,"
$692,235
",$0.017980
1259,CannabisCoin,CANN,"
$688,015
",$0.008909
1260,Doge Token,DOGET,"
$680,484
",$0.000076
1261,KekCoin,KEK,"
$676,201
",$0.063100
1262,Global Awards...,GAT,"
$668,737
",$0.000975
1263,Bezop,BEZ,"
$649,066
",$0.016778
1264,ALQO,XLQ,"
$633,113
",$0.011027
1265,Autonio,NIO,"
$630,695
",$0.007513
1266,TraDove B2BCoin,BBC,"
$630,474
",$0.001261
1267,Helium,HLM,"
$630,408
",$0.060527
1268,SounDAC,XSD,"
$615,987
",$0.042244
1269,EncryptoTel [...,ETT,"
$611,345
",$0.009840
1270,DEEX,DEEX,"
$610,510
",$0.010800
1271,Tokes,TKS,"
$594,927
",$0.172158
1272,OBITS,OBITS,"
$593,687
",$0.038792
1273,LoMoCoin,LMC,"
$583,407
",$0.002153
1274,SoMee.Social,ONG,"
$581,321
",$0.011965
1275,Coinvest,COIN,"
$575,629
",$0.048779
1276,AVINOC,AVINOC,"
$575,490
",$0.001478
1277,Zippie,ZIPT,"
$572,896
",$0.002112
1278,Shivom,OMX,"
$568,787
",$0.000631
1279,Databits,DTB,"
$566,293
",$0.024894
1280,KARMA,KARMA,"
$563,834
",$0.000171
1281,MetaMorph,METM,"
$550,563
",$0.004387
1282,Noir,NOR,"
$545,675
",$0.028053
1283,Motocoin,MOTO,"
$544,630
",$0.027727
1284,DeviantCoin,DEV,"
$541,974
",$0.035082
1285,Arionum,ARO,"
$536,368
",$0.003364
1286,Target Coin,TGT,"
$526,521
",$0.000553
1287,Commercium,CMM,"
$512,009
",$0.011817
1288,Dinastycoin,DCY,"
$506,857
",$0.000271
1289,Eroscoin,ERO,"
$505,353
",$0.002706
1290,Debitum,DEB,"
$504,314
",$0.002526
1291,Cointorox,OROX,"
$503,931
",$0.108155
1292,HyperStake,HYP,"
$497,114
",$0.000361
1293,Golfcoin,GOLF,"
$488,744
",$0.000017
1294,HempCoin,THC,"
$484,920
",$0.001986
1295,TrueDeck,TDP,"
$468,273
",$0.015245
1296,Ixcoin,IXC,"
$467,645
 ",$0.022190
1297,Bitcoin Scrypt,BTCS,"
$466,859
",$0.026502
1298,AudioCoin,ADC,"
$463,163
",$0.000476
1299,EUNO,EUNO,"
$460,789
",$0.019500
1300,Ethbits,ETBS,"
$458,615
",$0.280551
1301,Incodium,INCO,"
$455,778
",$0.000051
1302,Alpha Token,A,"
$454,297
",$0.017795
1303,White Standard,WSD,"
$443,185
",$1.01
1304,Cryptonite,XCN,"
$441,939
",$0.000624
1305,Ethouse,HORSE,"
$441,676
",$0.003993
1306,CryptoCarbon,CCRB,"
$441,415
",$0.017878
1307,Pedity,PEDI,"
$439,351
",$0.000321
1308,The ChampCoin,TCC,"
$433,992
",$0.002488
1309,Shard,SHARD,"
$426,751
",$0.025493
1310,ANON,ANON,"
$423,471
",$0.055765
1311,WorldCoin,WDC,"
$420,773
",$0.003518
1312,TrezarCoin,TZC,"
$418,103
",$0.002615
1313,VULCANO,VULC,"
$416,239
",$0.001894
1314,StarCoin,KST,"
$411,925
",$0.000273
1315,DigitalPrice,DP,"
$406,683
",$0.020560
1316,ShareX,SEXC,"
$406,386
",$0.000630
1317,Carboncoin,CARBON,"
$399,577
",$0.000026
1318,PRASM,PSM,"
$399,306
",$0.000180
1319,Mocrow,MCW,"
$397,868
",$0.195208
1320,Freicoin,FRC,"
$397,431
",$0.012238
1321,VIT,VIT,"
$390,611
",$0.000686
1322,Universe,UNI,"
$383,051
",$0.004856
1323,Knoxstertoken,FKX,"
$381,539
",$0.002630
1324,Terracoin,TRC,"
$379,858
",$0.016562
1325,ATMChain,ATM,"
$377,388
",$0.000081
1326,SmileyCoin,SMLY,"
$374,871
",$0.000014
1327,GravityCoin,GXX,"
$374,156
",$0.177835
1328,BlueCoin,BLU,"
$369,697
",$0.000643
1329,Auxilium,AUX,"
$357,545
",$0.003326
1330,Opus,OPT,"
$357,229
",$0.002550
1331,FantasyGold,FGC,"
$351,999
",$0.022054
1332,Auroracoin,AUR,"
$351,191
",$0.019974
1333,Kuende,KUE,"
$350,352
",$0.000578
1334,Signals Network,SGN,"
$349,425
",$0.003964
1335,Voise,VOISE,"
$346,867
",$0.000631
1336,LiteDoge,LDOGE,"
$340,818
",$0.000022
1337,BoatPilot Token,NAVY,"
$339,829
",$0.004601
1338,Neutron,NTRN,"
$339,031
",$0.008666
1339,Moneynet,MNC,"
$338,565
",$0.000085
1340,Mithril Ore,MORE,"
$333,620
",$26.16
1341,PoSW Coin,POSW,"
$333,368
",$0.007559
1342,Obsidian,ODN,"
$330,939
",$0.004960
1343,PutinCoin,PUT,"
$330,287
",$0.000451
1344,Trollcoin,TROLL,"
$330,260
",$0.000561
1345,imbrex,REX,"
$330,141
",$0.038119
1346,Starbase,STAR,"
$330,089
",$0.001760
1347,Soma,SCT,"
$329,172
",$0.036983
1348,Rupee,RUP,"
$327,052
",$0.009388
1349,AdCoin,ACC,"
$326,871
",$0.020762
1350,Anoncoin,ANC,"
$323,611
",$0.153347
1351,BitClave,CAT,"
$322,246
",$0.000643
1352,Travelflex,TRF,"
$320,292
",$0.004059
1353,Ubcoin Market,UBC,"
$315,713
",$0.000922
1354,BlockCAT,CAT,"
$315,148
",$0.042818
1355,ToaCoin,TOA,"
$305,937
",$0.000084
1356,BioCoin,BIO,"
$305,174
",$0.000361
1357,EtherSportz,ESZ,"
$304,823
",$0.044790
1358,MFCoin,MFC,"
$302,456
",$0.016126
1359,EverGreenCoin,EGC,"
$298,569
",$0.021571
1360,GlobalBoost-Y,BSTY,"
$296,291
",$0.017384
1361,Invacio,INV,"
$296,270
",$0.009843
1362,Deutsche eMark,DEM,"
$295,492
",$0.007036
1363,SRCOIN,SRCOIN,"
$295,276
",$0.000058
1364,REAL,REAL,"
$294,378
",$0.029274
1365,Newton Coin P...,NCP,"
$293,154
",$0.000002
1366,RefToken,REF,"
$291,904
",$0.290452
1367,Verify,CRED,"
$291,002
",$0.021542
1368,FORCE,FOR,"
$288,674
",$0.002054
1369,Megacoin,MEC,"
$283,741
",$0.007446
1370,Tigereum,TIG,"
$283,737
",$0.015577
1371,Fire Lotto,FLOT,"
$282,751
",$0.010289
1372,AirWire,WIRE,"
$279,939
",$0.002332
1373,Daneel,DAN,"
$275,869
",$0.005192
1374,Zennies,ZENI,"
$272,452
",$0.000272
1375,OPCoinX,OPCX,"
$271,317
",$0.001714
1376,Block-Logic,BLTG,"
$264,399
",$0.011546
1377,Snovian.Space,SNOV,"
$262,909
",$0.000860
1378,Level Up Coin,LUC,"
$262,733
",$0.000264
1379,MNPCoin,MNP,"
$259,011
",$0.118162
1380,GoPower,GPT,"
$255,420
",$0.003145
1381,ClearPoll,POLL,"
$254,466
",$0.036352
1382,Pakcoin,PAK,"
$253,878
",$0.003701
1383,WandX,WAND,"
$253,279
",$0.020686
1384,Bitnation,XPAT,"
$251,725
",$0.000010
1385,GlobalToken,GLT,"
$250,152
",$0.003521
1386,Rubies,RBIES,"
$249,153
",$0.023922
1387,Banyan Network,BBN,"
$248,594
",$0.000407
1388,Jesus Coin,JC,"
$248,044
",$0.000014
1389,Worldcore,WRC,"
$246,826
",$0.001386
1390,DopeCoin,DOPE,"
$240,045
",$0.002054
1391,PENG,PENG,"
$239,723
",$0.000035
1392,Netko,NETKO,"
$239,243
",$0.029966
1393,Bitzeny,ZNY,"
$238,904
",$0.003159
1394,MyBit,MYB,"
$236,521
",$0.001548
1395,SwiftCash,SWIFT,"
$235,759
",$0.002616
1396,SHPING,SHPING,"
$235,743
",$0.000290
1397,Rentberry,BERRY,"
$235,038
",$0.000780
1398,Photon,PHO,"
$231,187
",$0.000008
1399,bitqy,BQ,"
$229,575
",$0.000074
1400,Magi,XMG,"
$228,564
",$0.025727
1401,StarterCoin,STAC,"
$223,818
",$0.000654
1402,EnterCoin,ENTRC,"
$221,632
",$0.073877
1403,Social Send,SEND,"
$220,847
",$0.005710
1404,HOdlcoin,HODL,"
$217,300
",$0.000935
1405,Puregold Token,PGTS,"
$211,527
",$0.018615
1406,TrumpCoin,TRUMP,"
$209,858
",$0.031776
1407,DogeCash,DOGEC,"
$209,449
",$0.057941
1408,PiplCoin,PIPL,"
$208,876
",$0.002503
1409,TagCoin,TAG,"
$207,189
",$0.032203
1410,Devery,EVE,"
$207,016
",$0.003290
1411,EventChain,EVC,"
$205,782
",$0.006585
1412,Startcoin,START,"
$205,573
",$0.004560
1413,Speed Mining ...,SMS,"
$205,406
",$1.96
1414,CryptoPing,PING,"
$203,934
",$0.020492
1415,XGOX,XGOX,"
$203,580
",$0.000086
1416,Shadow Token,SHDW,"
$202,840
",$0.028977
1417,Mainstream Fo...,MFTU,"
$201,571
",$0.000187
1418,Crowdholding,YUP,"
$199,808
",$0.001027
1419,Block Array,ARY,"
$199,582
",$0.002917
1420,Goodomy,GOOD,"
$199,082
",$0.000321
1421,Aigang,AIX,"
$195,142
",$0.006666
1422,Naviaddress,NAVI,"
$193,704
",$0.000799
1423,PeepCoin,PCN,"
$193,036
",$0.000003
1424,LanaCoin,LANA,"
$192,991
",$0.000181
1425,FujiCoin,FJC,"
$190,300
",$0.000090
1426,Gravity,GZRO,"
$189,543
",$0.000090
1427,Argentum,ARG,"
$189,026
",$0.016056
1428,Helleniccoin,HNC,"
$188,216
",$0.002708
1429,Galilel,GALI,"
$186,482
",$0.010614
1430,Jury.Online T...,JOT,"
$183,482
",$0.018236
1431,Stipend,SPD,"
$183,284
",$0.016538
1432,BoutsPro,BOUTS,"
$183,166
",$0.002391
1433,InsaneCoin,INSN,"
$183,043
",$0.007763
1434,Bitstar,BITS,"
$179,257
",$0.008811
1435,HUZU,HUZU,"
$179,191
",$0.042486
1436,ClearCoin,XCLR,"
$176,657
",$0.000335
1437,Ignition,IC,"
$176,429
",$0.172764
1438,Emerald Crypto,EMD,"
$174,471
",$0.009126
1439,Sugar Exchange,SGR,"
$172,722
",$0.006540
1440,Skeincoin,SKC,"
$172,201
",$0.012638
1441,Bitcloud,BTDX,"
 $170,493
",$0.005700
1442,Bonpay,BON,"
$169,721
",$0.015033
1443,bitBTC,BITBTC,"
$169,213
",$4144.43
1444,Simmitri,SIM,"
$166,542
",$0.002363
1445,Vsync,VSX,"
$164,925
",$0.001027
1446,BLAST,BLAST,"
$164,849
",$0.003327
1447,Advanced Tech...,ARC,"
$164,837
",$0.006395
1448,bitSilver,BITSILVER,"
$162,938
",$7.66
1449,Synergy,SNRG,"
$162,513
",$0.034599
1450,Magnet,MAG,"
$161,885
",$0.004018
1451,CROAT,CROAT,"
$160,499
",$0.002436
1452,Alt.Estate token,ALT,"
$160,044
",$0.000221
1453,Suretly,SUR,"
$159,525
",$0.679821
1454,AquariusCoin,ARCO,"
$159,326
",$0.068101
1455,HYPNOXYS,HYPX,"
$157,561
",$0.000008
1456,HelloGold,HGT,"
$155,505
",$0.000591
1457,Version,V,"
$154,851
",$0.000271
1458,Bitether,BTR,"
$154,595
",$0.002988
1459,Monkey Project,MONK,"
$154,100
",$0.023957
1460,CDX Network,CDX,"
$152,680
",$0.004691
1461,Fabric Token,FT,"
$152,186
",$0.006188
1462,BitRent,RNTB,"
$151,889
",$0.000180
1463,Bitibu Coin,BTB,"
$150,745
",$0.035450
1464,Pesetacoin,PTC,"
$150,263
",$0.001082
1465,EXMR,EXMR,"
$149,832
",$0.012745
1466,Sp8de,SPX,"
$149,246
",$0.000019
1467,PitisCoin,PTS,"
$148,521
",$0.000271
1468,WomenCoin,WOMEN,"
$148,385
",$0.000003
1469,SixEleven,611,"
$148,318
",$0.311478
1470,PayCoin,XPY,"
$147,007
",$0.012255
1471,Elixir,ELIX,"
$146,944
",$0.004152
1472,ModulTrade,MTRC,"
$146,032
",$0.003969
1473,Iconiq Lab Token,ICNQ,"
$143,298
",$0.037141
1474,Guaranteed Et...,GETX,"
$142,800
",$0.000476
1475,MODEL-X-coin,MODX,"
$142,402
",$0.011817
1476,FirstCoin,FRST,"
$141,826
",$0.004545
1477,Zeitcoin,ZEIT,"
$140,467
",$0.000004
1478,Kobocoin,KOBO,"
$140,411
",$0.005685
1479,Opal,OPAL,"
$139,555
",$0.009208
1480,2GIVE,2GIVE,"
$138,482
",$0.000266
1481,Adelphoi,ADL,"
$138,426
",$0.006680
1482,SIMDAQ,SMQ,"
$136,750
",$0.007760
1483,DraftCoin,DFT,"
$136,596
",$0.015978
1484,Ethereum Cash,ECASH,"
$136,091
",$0.009652
1485,Vivid Coin,VIVID,"
$133,625
",$0.024969
1486,BitBar,BTB,"
$131,254
",$3.15
1487,XOVBank,XOV,"
$130,595
",$0.001072
1488,Advanced Inte...,AIB,"
$130,304
",$0.003966
1489,ChessCoin,CHESS,"
$126,818
",$0.002347
1490,Chronologic,DAY,"
$125,467
",$0.143420
1491,Kind Ads Token,KIND,"
$124,508
",$0.002949
1492,LOCIcoin,LOCI,"
$124,372
",$0.003005
1493,Kalkulus,KLKS,"
$124,211
",$0.007758
